Date,AAPL,AMZN,MSFT,TSLA
2020-01-02,,,,
2020-01-03,-0.009722034884211084,-0.012139034655920922,-0.012451749183602034,0.02963325829792085
2020-01-06,0.00796867566112014,0.01488557393050649,0.00258476992308343,0.01925463704513497
2020-01-07,-0.004703395350614703,0.0020916204156393725,-0.009117870213313117,0.03880052465815398
2020-01-08,0.01608622796055137,-0.007808640261289357,0.0159288701136866,0.04920482578812169
2020-01-09,0.021240867523065976,0.0047991747864684076,0.012492666479591241,-0.021945011900097344
2020-01-10,0.002260375925877023,-0.009410596802031268,-0.00462699671026312,-0.006627297633174267
2020-01-13,0.021364612071862465,0.004322578245699482,0.012024396017272565,0.09768895885093332
2020-01-14,-0.013503248646285049,-0.011558211718052602,-0.007043309477482329,0.024882822120200876
2020-01-15,-0.004285547558210645,-0.003969126548924895,0.006476217309691945,-0.03610201351305786
2020-01-16,0.012526694096003599,0.00854991102959346,0.018323654089984043,-0.009662477636014799
2020-01-17,0.011070932056456595,-0.00703966144232826,0.0055964192222532905,-0.005822894156913949
2020-01-21,-0.006776788023917568,0.014629525206926841,-0.0035906545816318802,0.07189030619278935
2020-01-22,0.0035693290249305676,-0.0023995494624704516,-0.004804920777528809,0.04086264444061727
2020-01-23,0.00481576702446862,-0.0015259112256781338,0.006155978744531554,0.004635122144013071
2020-01-24,-0.002882056385749232,-0.012172426638861644,-0.010076939776126226,-0.012897603180825445
2020-01-27,-0.02940520219879783,-0.01788746376771211,-0.01672317345810337,-0.012039272835579595
2020-01-28,0.02828948716372648,0.01362436592451366,0.019595706602271612,0.015913383222044608
2020-01-29,0.02093260852130685,0.0025630978623367717,0.015592947894227827,0.024854513769903885
2020-01-30,-0.0014493069001041414,0.006824489189870775,0.02820739626276003,0.10296225866535558
2020-01-31,-0.044338771236234864,0.07379135586484753,-0.014758567943837009,0.015230690473505337
2020-02-03,-0.002746368656813325,-0.0022501685803328897,0.02437911092935452,0.19894859376394902
2020-02-04,0.03301375540670759,0.022687342140775613,0.03291612030307434,0.13725640223576474
2020-02-05,0.008154298367829993,-0.004781236737139594,-0.0012212856577942244,-0.1717583947927872
2020-02-06,0.011697122507863034,0.0050787328892443195,0.02073397004034705,0.01940931694254422
2020-02-07,-0.013592802203064025,0.014169136390608683,0.0014160035682975192,-0.001188323805631053
2020-02-10,0.004749554929635247,0.026273579599096486,0.026156791139310354,0.031026496329857656
2020-02-11,-0.006033417406294372,0.007915025985726132,-0.022575453101016607,0.004019260937028868
2020-02-12,0.023747667620381607,0.004277469597884664,0.0014637554807865882,-0.009155657933695438
2020-02-13,-0.0071208334704456755,-0.00468981707537619,-0.005413760904347975,0.047843652551780025
2020-02-14,0.0002459965782080076,-0.006977166077050345,0.008926853878026941,-0.004937755668348531
2020-02-18,-0.01831014026227218,0.009742990607446878,0.010142975131344212,0.0729597130158357
2020-02-19,0.014482833915198334,0.006749650094826309,0.0029992533482543493,0.06875580895325561
2020-02-20,-0.010259069632433837,-0.007888626914309249,-0.015271269078793615,-0.019631105097986157
2020-02-21,-0.02263479556641601,-0.026533823330561868,-0.03161267349969232,0.0017678087791648256
2020-02-24,-0.047500912811843765,-0.04135555023463999,-0.04311536767785207,-0.07459490327646512
2020-02-25,-0.033872061516331486,-0.018190498951138112,-0.016501778599076977,-0.040633739641448896
2020-02-26,0.015863902934870167,0.003472315416060967,0.012494843673957368,-0.026390470576789893
2020-02-27,-0.06536832585590824,-0.048136265467272676,-0.07045928072852992,-0.1281458395846271
2020-02-28,-0.0005847051296821171,-0.0002918467224900523,0.024213201938827256,-0.016215047800994142
2020-03-02,0.0931001276246124,0.03726611425327642,0.066539079096956,0.11322034293215233
2020-03-03,-0.03175899895893963,-0.023009811402324054,-0.04791948467514695,0.0025416095259802596
2020-03-04,0.04638465704938377,0.03501322901563819,0.03671493744808996,0.0053520173720666975
2020-03-05,-0.03243704353906218,-0.026216794314283476,-0.025095549596077515,-0.033302230445070524
2020-03-06,-0.01328009280693443,-0.011922924014239333,-0.028266759670615316,-0.029066704869448956
2020-03-09,-0.07909221358150997,-0.05285383245165354,-0.06777295132712702,-0.13572525720249962
2020-03-10,0.0720214659841758,0.05065506668458686,0.06838449729138252,0.061398023823663106
2020-03-11,-0.0347304347575903,-0.03750889642974897,-0.045302116260252046,-0.017200452670558586
2020-03-12,-0.09875465666763272,-0.07922082514747941,-0.09483831977197688,-0.11617242301113506
2020-03-13,0.11980837345958162,0.06464833687376514,0.1421689396865764,-0.0248505535904755
2020-03-16,-0.1286470485334109,-0.053697516604298,-0.14739054433123477,-0.18577806455584012
2020-03-17,0.0439698882241244,0.07026613247879654,0.08233707684973357,-0.03341046380880208
2020-03-18,-0.024479925136491776,0.012257741060410998,-0.04209641012332155,-0.1603440409986845
2020-03-19,-0.007662054461555878,0.027830613766863133,0.01645338333907298,0.1838768421567878
2020-03-20,-0.06348560148936877,-0.018522798541689034,-0.03755873670580079,-0.0002571736151377735
2020-03-23,-0.02124400293962103,0.030735291504301987,-0.009974783815749788,0.015811747064244486
2020-03-24,0.10032542742209971,0.019586561347294085,0.09089596761885055,0.16281749323562988
2020-03-25,-0.0055087192878332525,-0.027967604900146936,-0.00957256290511943,0.06782176450892674
2020-03-26,0.0526228134647424,0.03693312450375408,0.06255128483090777,-0.020565621439638027
2020-03-27,-0.04140224156815697,-0.028325389436650084,-0.04106095995289727,-0.026128393930185068
2020-03-30,0.02853809229696269,0.03360354691971379,0.07034046703358321,-0.02377714859552571
2020-03-31,-0.002040785347337204,-0.007245622950859176,-0.015727216859268478,0.04355446239344318
2020-04-01,-0.05261698895139966,-0.02155179126735396,-0.03550848885315383,-0.08099239055277141
2020-04-02,0.01668640418982914,0.005834205106051371,0.02070889190072278,-0.05625466454987249
2020-04-03,-0.014371163075750593,-0.0063788821910731874,-0.009210159979713195,0.05619734693587186
2020-04-06,0.08723741831767629,0.04772922477644714,0.07436766640633907,0.0754775752334993
2020-04-07,-0.011582217321987831,0.007013456003121421,-0.010770304552616516,0.05658223700690801
2020-04-08,0.025594401338810302,0.015609461784076739,0.010031287839873615,0.006214994497730331
2020-04-09,0.007216129039914421,-0.00011748445832981957,6.050670768420474e-05,0.04402015748241661
2020-04-13,0.019627805956325295,0.0617350661426328,0.002240363625257036,0.13603839302984921
2020-04-14,0.05050326816644679,0.052769449861283624,0.04948354472739669,0.09054457315006381
2020-04-15,-0.00912750177730981,0.010668695718768717,-0.010477871817825335,0.028088878270565276
2020-04-16,0.007945817993743054,0.043554542393708484,0.03002086250178615,0.021073401625000487
2020-04-17,-0.013568902102904512,-0.013782136130354505,0.008811768211399063,0.011647723586206471
2020-04-20,-0.020756588735298842,0.007835757606907912,-0.019820925688864843,-0.009988248360573104
2020-04-21,-0.030910391345696953,-0.02736033095931456,-0.04135722219000437,-0.07990777996173748
2020-04-22,0.028803623604633843,0.015192527091639096,0.03396500458682583,0.06609682849410836
2020-04-23,-0.0038752566702824343,0.015214823484082762,-0.012102399937790165,-0.03616946277907396
2020-04-24,0.02886969911170767,0.004488511186874211,0.018259045677413432,0.02766324531628772
2020-04-27,0.0007065566155268765,-0.01419786171076054,-0.002864367571107418,0.10149622245552825
2020-04-28,-0.016209444470152823,-0.0260606110425593,-0.024360903976576975,-0.037095477323576875
2020-04-29,0.032845249722393444,0.02533616474965794,0.044873833551820175,0.040812876924676944
2020-04-30,0.02109613562524193,0.042689574239964,0.010032172191478894,-0.023272674923369818
2020-05-01,-0.016099392558282744,-0.07597409237648922,-0.025891295335626507,-0.1030337133662409
2020-05-04,0.014148942212745874,0.013101236487597756,0.024459945882787215,0.08536758793631605
2020-05-05,0.015008789386776522,0.0007815221854263754,0.010735681229920191,0.009222447764407393
2020-05-06,0.010317341907897015,0.014436139090531874,0.009847447738864812,0.018705825945557253
2020-05-07,0.01034473957814197,0.006953694859791026,0.005807099233813062,-0.003245695176505081
2020-05-08,0.02380180640203644,0.005068389389295991,0.0058820611309149395,0.05048456274844226
2020-05-11,0.015735449575352778,0.012350743942999287,0.01115457501271866,-0.0099216488475673
2020-05-12,-0.011428402344859756,-0.021606420523622827,-0.02265194225617928,-0.002317270311292141
2020-05-13,-0.012074314801215902,0.004654320575239401,-0.015122329122266409,-0.02279437261341355
2020-05-14,0.006143338701252832,0.008838926123896362,0.0043394136778125425,0.01563919280204029
2020-05-15,-0.005911826379165097,0.008761547889003296,0.014568161779603406,-0.005178425650618879
2020-05-18,0.023561362452050094,0.006838841203809398,0.009554497637927373,0.018093785504579962
2020-05-19,-0.005778396326301727,0.009508426590011165,-0.0069223784070789884,-0.006907343337870575
2020-05-20,0.0194477839405518,0.019846275173532213,0.013870756780456128,0.00934395713390801
2020-05-21,-0.007455285353222041,-0.02049693045417056,-0.012011117077891376,0.01476284478490908
2020-05-22,0.006438527486978707,-0.004029821100215103,0.0004360361285580261,-0.012953077701596039
2020-05-26,-0.00677366947929392,-0.0061636144559754635,-0.01057177716349833,0.0024360442933191173
2020-05-27,0.004356978547773949,-0.004736042347035618,0.0013222147427782716,0.0016608447192643094
2020-05-28,0.0004400144922658278,-0.003854151605534595,-0.002255554898664358,-0.017580381620416863
2020-05-29,-0.000973938752580672,0.017187950901155657,0.010198816565330171,0.03622440280883765
2020-06-01,0.012297774822310537,0.011738616181262485,-0.002292202995720971,0.07556883131087
2020-06-02,0.004629425342101978,0.0005543957444538172,0.011377037643729881,-0.018416628784101885
2020-06-03,0.0055054415051465355,0.002422733405640143,0.0024334506685665946,0.0015880436011630472
2020-06-04,-0.008612382540919672,-0.0071820481181339435,-0.013163697398294039,-0.021042854169221026
2020-06-05,0.02848108871419197,0.009103493113018724,0.023398274829764754,0.024618805538279664
2020-06-08,0.005912423070390416,0.016536458949464095,0.006196607580903013,0.0725560681818036
2020-06-09,0.03157762429720967,0.030427139202305886,0.007645011569357374,-0.009737634144336038
2020-06-10,0.025727987139988473,0.017913292558120908,0.037091649158888185,0.08970205725269786
2020-06-11,-0.048010447635448705,-0.03380230045218746,-0.05369837707849712,-0.0509341048991272
2020-06-12,0.008633356154745586,-0.005058743377937103,0.00789195005442811,-0.03860863311078977
2020-06-15,0.01236725732397903,0.01086830941079775,0.006391325831081041,0.059468762792361796
2020-06-16,0.026502123157357227,0.0165547312399128,0.024505349918307662,-0.008850490655781473
